id,Dimension,Value
565,Dim1,5.87
565,Dim2,5.81
565,Dim3,3.68
566,Dim2,5.97
566,Dim3,3.71
567,Dim1,5.72
567,Dim2,5.66
567,Dim3,3.54
568,Dim1,6.05
568,Dim2,6.01
568,Dim3,3.88
569,Dim1,5.86
569,Dim2,5.95
569,Dim3,3.66
570,Dim2,5.34
570,Dim3,3.24
571,Dim1,5.77
571,Dim2,5.8
571,Dim3,3.45
572,Dim1,5.74
572,Dim2,5.76
573,Dim3,3.37
574,Dim1,6.02
574,Dim3,3.78
575,Dim1,5.73
575,Dim3,3.49
576,Dim2,5.87
577,Dim2,5.87
577,Dim3,3.7
578,Dim1,5.16
578,Dim2,5.19
578,Dim3,3.1
579,Dim2,5.23
579,Dim3,3.2
580,Dim1,5.92
580,Dim2,5.95
580,Dim3,3.67
581,Dim1,6.17
581,Dim2,6.14
581,Dim3,3.9
582,Dim1,6.07
583,Dim2,5.95
583,Dim3,3.63
584,Dim1,5.89
584,Dim2,5.81
585,Dim1,5.47
585,Dim2,5.51
585,Dim3,3.4
586,Dim1,5.7
586,Dim2,5.75
586,Dim3,3.52
587,Dim1,5.71
587,Dim2,5.73
587,Dim3,3.59
588,Dim1,5.78
588,Dim2,5.8
588,Dim3,3.53
589,Dim1,6.04
590,Dim1,6.04
590,Dim2,6.06
590,Dim3,3.67
591,Dim1,5.6
592,Dim1,5.69
592,Dim2,5.66
592,Dim3,3.55
594,Dim1,5.86
594,Dim2,5.82
595,Dim1,5.92
595,Dim2,5.94
595,Dim3,3.61
596,Dim1,5.83
596,Dim2,5.79
596,Dim3,3.77
597,Dim1,5.91
597,Dim2,5.89
597,Dim3,3.47
598,Dim1,5.72
598,Dim2,5.64
598,Dim3,3.54
599,Dim2,5.63
599,Dim3,3.49
600,Dim1,5.73
600,Dim2,5.64
600,Dim3,3.56
601,Dim1,5.83
601,Dim2,5.79
602,Dim2,5.49
602,Dim3,3.5
603,Dim1,5.71
603,Dim2,5.66
603,Dim3,3.46
605,Dim1,5.64
605,Dim2,5.57
605,Dim3,3.53
606,Dim2,5.89
606,Dim3,3.52
607,Dim2,5.71
607,Dim3,3.52
608,Dim1,5.75
608,Dim2,5.72
609,Dim1,5.82
609,Dim2,5.68
609,Dim3,3.57
610,Dim1,5.84
610,Dim2,5.81
610,Dim3,3.44
611,Dim1,5.82
611,Dim3,3.43
612,Dim1,5.75
612,Dim2,5.72
613,Dim1,5.73
613,Dim2,5.71
614,Dim1,5.8
614,Dim2,5.82
615,Dim2,5.72
616,Dim1,5.71
616,Dim2,5.74
616,Dim3,3.51
617,Dim2,5.78
617,Dim3,3.5
618,Dim3,3.46
619,Dim1,6.09
619,Dim3,3.59
620,Dim1,5.7
621,Dim1,5.9
621,Dim2,5.87
621,Dim3,3.59
622,Dim1,5.85
622,Dim2,5.92
622,Dim3,3.52
623,Dim1,5.75
623,Dim2,5.8
623,Dim3,3.52
624,Dim1,5.88
624,Dim2,5.82
624,Dim3,3.47
625,Dim1,6.27
625,Dim2,6.2
625,Dim3,3.86
627,Dim2,5.78
627,Dim3,3.45
628,Dim2,5.87
628,Dim3,3.55
629,Dim2,5.61
630,Dim1,5.66
630,Dim3,3.63
631,Dim1,6
631,Dim2,6.12
631,Dim3,3.74
632,Dim1,5.96
632,Dim3,3.73
633,Dim1,6.12
633,Dim3,3.66
634,Dim1,5.19
634,Dim2,5.21
635,Dim1,6.6
635,Dim2,6.55
635,Dim3,3.87
636,Dim1,6.16
636,Dim2,6.03
636,Dim3,4.06
637,Dim1,5.76
637,Dim2,5.8
638,Dim3,3.5
639,Dim3,3.56
640,Dim1,5.92
640,Dim2,5.96
641,Dim1,5.8
641,Dim2,5.72
641,Dim3,3.38
642,Dim1,5.71
642,Dim2,5.75
642,Dim3,3.45
643,Dim1,5.65
643,Dim3,3.55
644,Dim2,5.82
645,Dim1,5.91
645,Dim3,3.74
646,Dim1,5.73
646,Dim3,3.54
647,Dim2,5.84
647,Dim3,3.57
648,Dim2,5.79
648,Dim3,3.56
649,Dim1,5.71
650,Dim3,3.68
651,Dim1,5.81
651,Dim2,5.78
651,Dim3,3.52
652,Dim2,5.96
652,Dim3,3.43
653,Dim1,5.65
653,Dim2,5.68
653,Dim3,3.51
654,Dim2,6.46
655,Dim1,6.35
655,Dim2,6.39
655,Dim3,4.02
656,Dim1,5.91
656,Dim3,3.7
657,Dim1,5.65
657,Dim2,5.68
657,Dim3,3.5
658,Dim1,5.83
658,Dim2,5.85
659,Dim1,5.92
659,Dim2,5.82
659,Dim3,3.72
660,Dim2,7.05
660,Dim3,4.2
661,Dim1,5.96
661,Dim2,5.91
661,Dim3,3.65
662,Dim1,5.79
662,Dim2,5.84
662,Dim3,3.5
663,Dim1,5.79
663,Dim2,5.84
663,Dim3,3.58
664,Dim1,6.3
664,Dim3,4.11
665,Dim3,3.99
666,Dim1,5.92
666,Dim2,5.95
666,Dim3,3.51
667,Dim1,5.71
667,Dim2,5.76
667,Dim3,3.53
669,Dim1,5.84
669,Dim3,3.66
670,Dim1,5.91
670,Dim2,5.81
670,Dim3,3.59
671,Dim2,5.89
671,Dim3,3.63
672,Dim1,6.1
672,Dim3,3.74
673,Dim1,5.83
673,Dim2,5.85
674,Dim2,5.88
674,Dim3,3.61
675,Dim1,5.61
675,Dim2,5.68
675,Dim3,3.55
676,Dim1,5.25
676,Dim2,5.29
676,Dim3,3.24
677,Dim2,5.72
677,Dim3,3.7
678,Dim1,5.86
678,Dim2,5.84
678,Dim3,3.75
679,Dim1,5.75
679,Dim2,5.73
680,Dim1,5.74
680,Dim2,5.77
680,Dim3,3.51
681,Dim2,5.79
681,Dim3,3.49
682,Dim1,5.83
682,Dim2,5.87
683,Dim1,6.75
683,Dim2,6.67
683,Dim3,4.23
684,Dim2,5.82
684,Dim3,3.71
685,Dim2,5.57
686,Dim1,6.22
686,Dim2,6.07
686,Dim3,3.75
687,Dim1,6.04
687,Dim2,5.98
687,Dim3,3.77
688,Dim1,5.85
688,Dim2,5.81
688,Dim3,3.56
689,Dim2,5.43
690,Dim1,5.88
690,Dim2,5.92
690,Dim3,3.63
691,Dim2,5.86
691,Dim3,3.59
692,Dim1,5.7
692,Dim2,5.79
692,Dim3,3.6
693,Dim1,6.12
693,Dim2,6.07
693,Dim3,3.87
694,Dim1,5.67
694,Dim2,5.7
694,Dim3,3.56
695,Dim1,5.64
695,Dim2,5.66
695,Dim3,3.59
696,Dim1,5.9
696,Dim2,5.85
696,Dim3,3.69
697,Dim2,6.03
697,Dim3,3.63
698,Dim1,5.73
698,Dim2,5.66
698,Dim3,3.57
699,Dim1,5.99
699,Dim3,3.7
700,Dim1,5.87
700,Dim2,5.95
700,Dim3,3.66
701,Dim1,5.64
701,Dim2,5.7
701,Dim3,3.54
702,Dim1,6.78
702,Dim2,6.75
703,Dim1,5.86
703,Dim3,3.6
704,Dim1,6.06
704,Dim2,6.03
704,Dim3,3.89
706,Dim1,6.12
706,Dim2,6.09
707,Dim1,6.04
707,Dim3,3.96
708,Dim1,5.91
708,Dim3,3.43
709,Dim1,5.67
709,Dim2,5.64
709,Dim3,3.49
710,Dim1,5.7
710,Dim2,5.75
711,Dim2,6.29
711,Dim3,4.03
712,Dim1,5.8
712,Dim3,3.6
713,Dim1,6.82
713,Dim2,6.74
714,Dim2,6.77
714,Dim3,3.66
715,Dim1,5.96
715,Dim2,5.9
715,Dim3,4.02
716,Dim3,3.98
717,Dim1,5.44
717,Dim2,5.49
717,Dim3,3.32
718,Dim2,6.01
718,Dim3,3.69
719,Dim2,6.41
719,Dim3,3.9
720,Dim1,6.19
720,Dim2,6.03
720,Dim3,4.15
721,Dim1,4.05
722,Dim1,4.09
722,Dim2,4.12
722,Dim3,2.55
723,Dim1,4.57
723,Dim3,2.83
724,Dim2,4.66
724,Dim3,2.66
725,Dim2,4.47
726,Dim1,4.44
726,Dim3,2.83
727,Dim1,4.44
727,Dim2,4.46
727,Dim3,2.82
728,Dim1,4.54
728,Dim2,4.56
728,Dim3,2.71
729,Dim1,4.47
729,Dim2,4.5
729,Dim3,2.79
730,Dim2,4.37
730,Dim3,2.79
731,Dim1,4.36
731,Dim3,2.7
732,Dim1,4.36
732,Dim2,4.38
732,Dim3,2.68
733,Dim1,4.37
733,Dim2,4.4
733,Dim3,2.73
734,Dim1,4.37
734,Dim2,4.4
735,Dim1,4.33
735,Dim2,4.35
736,Dim1,4.36
736,Dim2,4.38
736,Dim3,2.72
737,Dim2,4.35
737,Dim3,2.7
738,Dim1,4.35
738,Dim2,4.37
738,Dim3,2.69
739,Dim1,4.33
739,Dim2,4.37
739,Dim3,2.69
740,Dim1,4.52
740,Dim2,4.5
740,Dim3,2.68
741,Dim1,4.43
741,Dim2,4.4
741,Dim3,2.75
742,Dim1,4.42
742,Dim2,4.4
743,Dim2,4.41
743,Dim3,2.74
744,Dim1,4.42
744,Dim2,4.4
744,Dim3,2.78
745,Dim1,4.41
745,Dim2,4.38
745,Dim3,2.76
746,Dim1,4.46
746,Dim2,4.39
747,Dim1,4.44
747,Dim3,2.75
748,Dim1,4.39
748,Dim2,4.37
748,Dim3,2.76
749,Dim1,4.43
749,Dim2,4.4
749,Dim3,2.81
750,Dim1,4.54
750,Dim3,2.73
751,Dim1,6.21
751,Dim2,5.97
751,Dim3,4.04
752,Dim2,5.86
752,Dim3,3.58
753,Dim2,5.9
754,Dim1,5.68
754,Dim2,5.71
754,Dim3,3.42
755,Dim1,6.08
755,Dim2,6.02
755,Dim3,3.82
756,Dim1,5.76
756,Dim2,5.7
756,Dim3,3.57
757,Dim2,6.14
757,Dim3,3.82
758,Dim1,5.76
758,Dim2,5.73
758,Dim3,3.57
759,Dim1,5.63
759,Dim2,5.71
759,Dim3,3.52
760,Dim1,6.02
760,Dim2,6.05
760,Dim3,3.7
761,Dim1,6
761,Dim2,6.05
761,Dim3,3.72
762,Dim2,5.69
762,Dim3,3.49
763,Dim1,5.73
763,Dim2,5.7
764,Dim3,3.52
765,Dim1,5.68
765,Dim3,3.58
766,Dim1,6.22
766,Dim2,6.18
767,Dim1,5.88
767,Dim3,3.67
768,Dim2,5.8
769,Dim1,5.74
769,Dim2,5.72
769,Dim3,3.46
770,Dim3,3.56
771,Dim1,6.06
771,Dim2,6
771,Dim3,3.89
772,Dim1,5.89
772,Dim2,5.84
773,Dim1,5.76
773,Dim3,3.51
774,Dim1,5.72
774,Dim2,5.66
775,Dim2,5.88
775,Dim3,3.59
776,Dim1,5.74
776,Dim2,5.78
776,Dim3,3.54
777,Dim1,5.8
777,Dim2,5.77
777,Dim3,3.45
778,Dim1,6.09
778,Dim2,5.98
778,Dim3,3.37
779,Dim1,6.17
779,Dim2,6.12
779,Dim3,3.64
781,Dim3,3.87
782,Dim1,5.41
782,Dim2,5.44
782,Dim3,3.35
783,Dim1,5.66
783,Dim2,5.6
783,Dim3,3.54
784,Dim1,5.23
784,Dim2,5.2
785,Dim1,5.95
786,Dim1,5.45
786,Dim2,5.48
786,Dim3,3.37
787,Dim1,5.48
787,Dim2,5.51
787,Dim3,3.38
788,Dim1,6.09
788,Dim2,6.01
788,Dim3,3.81
789,Dim1,5.53
789,Dim2,5.56
789,Dim3,3.33
790,Dim3,3.7
791,Dim2,5.57
791,Dim3,3.43
792,Dim1,5.67
792,Dim3,3.56
793,Dim1,5.9
793,Dim2,5.92
793,Dim3,3.7
794,Dim1,5.88
794,Dim2,5.92
794,Dim3,3.69
795,Dim3,3.7
796,Dim1,5.65
796,Dim2,5.61
797,Dim1,5.71
797,Dim2,5.74
797,Dim3,3.5
798,Dim1,5.73
798,Dim2,5.69
798,Dim3,3.35
799,Dim1,6.07
799,Dim2,5.99
800,Dim1,5.82
801,Dim3,4.21
802,Dim1,6.21
802,Dim2,6.11
802,Dim3,4.18
803,Dim2,5.64
803,Dim3,3.59
804,Dim1,6.05
804,Dim2,6.09
804,Dim3,3.9
805,Dim1,5.8
805,Dim2,5.77
805,Dim3,3.52
806,Dim1,6.01
806,Dim2,5.97
806,Dim3,3.73
807,Dim1,6.06
808,Dim1,5.82
808,Dim2,5.75
809,Dim1,5.82
809,Dim2,5.8
809,Dim3,3.47
810,Dim1,5.8
810,Dim2,5.68
810,Dim3,3.54
811,Dim1,5.75
811,Dim2,5.7
811,Dim3,3.53
812,Dim3,3.54
813,Dim1,5.79
813,Dim2,5.77
813,Dim3,3.5
814,Dim1,6.4
814,Dim3,3.74
815,Dim1,6.24
815,Dim3,3.72
816,Dim1,5.74
816,Dim2,5.68
816,Dim3,3.51
818,Dim1,5.91
818,Dim2,5.86
818,Dim3,3.5
819,Dim1,5.78
819,Dim2,5.74
819,Dim3,3.51
820,Dim1,5.79
820,Dim2,5.75
820,Dim3,3.52
821,Dim1,6.07
821,Dim2,6.04
821,Dim3,3.65
822,Dim1,6.05
822,Dim3,3.73
823,Dim2,5.81
823,Dim3,3.55
824,Dim2,5.3
824,Dim3,3.27
825,Dim2,5.31
825,Dim3,3.27
826,Dim1,5.74
827,Dim1,5.66
827,Dim2,5.7
827,Dim3,3.54
828,Dim1,6.39
828,Dim2,6.3
829,Dim1,5.67
829,Dim2,5.69
829,Dim3,3.57
830,Dim2,5.61
831,Dim2,5.81
831,Dim3,3.5
832,Dim1,6.05
833,Dim2,6.41
833,Dim3,3.77
834,Dim2,5.95
835,Dim2,5.19
835,Dim3,3.18
836,Dim1,6.12
836,Dim2,6
836,Dim3,3.74
837,Dim2,5.96
837,Dim3,3.73
838,Dim1,6.14
838,Dim2,6.12
838,Dim3,3.66
839,Dim1,5.96
839,Dim2,5.91
839,Dim3,3.64
840,Dim1,6.07
840,Dim2,5.88
840,Dim3,4.1
841,Dim1,5.72
841,Dim2,5.75
841,Dim3,3.58
842,Dim1,5.52
842,Dim3,3.35
843,Dim1,5.96
843,Dim2,5.9
843,Dim3,3.62
844,Dim1,5.78
844,Dim2,5.7
844,Dim3,3.62
845,Dim1,6.55
845,Dim2,6.48
845,Dim3,4.03
846,Dim1,5.77
846,Dim3,3.53
847,Dim1,5.43
847,Dim2,5.47
847,Dim3,3.37
848,Dim1,5.84
848,Dim3,3.57
849,Dim3,3.52
850,Dim1,5.16
851,Dim1,6
851,Dim2,6.05
851,Dim3,3.75
852,Dim1,5.56
852,Dim2,5.51
853,Dim1,5.94
853,Dim3,3.7
854,Dim1,5.77
854,Dim3,3.6
855,Dim1,5.72
855,Dim2,5.79
855,Dim3,3.54
856,Dim2,6.09
857,Dim1,5.81
857,Dim3,3.55
858,Dim1,6.47
858,Dim2,6.45
858,Dim3,3.98
859,Dim1,5.76
859,Dim2,5.83
860,Dim2,5.72
860,Dim3,3.63
861,Dim1,6.13
861,Dim2,6.03
861,Dim3,3.82
862,Dim1,5.83
863,Dim1,5.91
863,Dim2,5.95
863,Dim3,3.71
864,Dim2,5.62
864,Dim3,3.51
865,Dim1,5.87
865,Dim2,5.92
865,Dim3,3.58
866,Dim1,6.44
866,Dim3,3.99
867,Dim3,3.42
868,Dim1,5.63
868,Dim3,3.51
869,Dim1,5.66
869,Dim2,5.71
869,Dim3,3.49
870,Dim1,5.71
870,Dim2,5.75
871,Dim1,5.72
871,Dim2,5.75
871,Dim3,3.48
872,Dim2,5.82
872,Dim3,3.48
873,Dim1,5.89
873,Dim2,5.94
873,Dim3,3.45
874,Dim1,5.74
874,Dim2,5.78
874,Dim3,3.59
875,Dim1,5.88
875,Dim3,3.86
876,Dim1,5.8
876,Dim2,5.86
876,Dim3,3.62
877,Dim2,5.84
877,Dim3,3.68
878,Dim1,5.78
878,Dim2,5.82
878,Dim3,3.64
879,Dim1,6.45
879,Dim2,6.41
879,Dim3,3.97
880,Dim1,6.14
880,Dim2,6.07
880,Dim3,4
881,Dim2,6
881,Dim3,3.95
882,Dim1,6.16
882,Dim2,6.13
883,Dim1,6
883,Dim3,3.83
884,Dim1,5.98
884,Dim2,5.94
884,Dim3,3.89
885,Dim1,6.01
885,Dim2,5.96
886,Dim1,6.26
886,Dim2,6.22
886,Dim3,3.8
887,Dim1,5.91
887,Dim2,5.82
887,Dim3,3.67
888,Dim1,5.69
888,Dim2,5.74
888,Dim3,3.5
889,Dim1,5.79
889,Dim2,5.77
889,Dim3,3.41
890,Dim1,5.71
890,Dim2,5.67
890,Dim3,3.46
891,Dim2,5.63
892,Dim1,5.77
892,Dim2,5.73
892,Dim3,3.51
893,Dim1,5.75
893,Dim3,3.53
895,Dim1,5.68
895,Dim3,3.55
896,Dim1,6.11
897,Dim3,3.66
898,Dim1,6.3
898,Dim3,4.11
899,Dim1,6.08
899,Dim2,6.03
899,Dim3,4.01
900,Dim1,6.17
900,Dim2,6.1
900,Dim3,4.26
901,Dim3,3.58
902,Dim1,6.04
902,Dim2,5.98
903,Dim1,5.74
903,Dim3,3.57
904,Dim2,5.7
904,Dim3,3.57
905,Dim1,5.8
905,Dim2,5.83
905,Dim3,3.62
906,Dim3,3.53
907,Dim1,5.82
907,Dim2,5.86
907,Dim3,3.44
908,Dim1,5.86
908,Dim3,3.69
909,Dim1,5.82
909,Dim3,3.67
910,Dim1,6
910,Dim3,3.6
911,Dim2,5.78
912,Dim1,5.88
912,Dim2,5.9
912,Dim3,3.7
913,Dim3,3.58
914,Dim1,5.55
914,Dim2,5.53
914,Dim3,3.34
915,Dim1,5.73
915,Dim2,5.7
916,Dim1,5.71
916,Dim2,5.67
917,Dim1,6.13
917,Dim2,6.1
917,Dim3,3.73
918,Dim2,6.03
918,Dim3,3.77
919,Dim3,3.93
920,Dim2,5.77
920,Dim3,3.33
921,Dim1,5.76
921,Dim3,3.56
922,Dim2,6.43
922,Dim3,3.75
923,Dim1,5.72
923,Dim2,5.74
924,Dim1,5.74
924,Dim2,5.71
924,Dim3,3.55
925,Dim1,5.84
925,Dim3,3.5
926,Dim1,6.5
926,Dim2,6.47
926,Dim3,4.02
927,Dim2,5.65
928,Dim1,5.23
928,Dim2,5.26
929,Dim1,5.87
929,Dim2,5.84
929,Dim3,3.51
930,Dim1,6.39
930,Dim2,6.32
930,Dim3,3.6
931,Dim1,5.97
931,Dim2,5.92
931,Dim3,3.49
932,Dim1,5.75
932,Dim2,5.81
932,Dim3,3.57
933,Dim1,6.09
933,Dim2,6
934,Dim2,5.96
934,Dim3,3.89
935,Dim1,6.32
935,Dim2,6.27
935,Dim3,4.11
936,Dim1,5.95
936,Dim2,6
937,Dim1,6.36
937,Dim2,6.27
938,Dim3,3.64
939,Dim1,6.22
939,Dim2,6.14
939,Dim3,3.48
940,Dim1,6.02
940,Dim2,5.9
940,Dim3,3.99
941,Dim2,5.81
943,Dim1,5.71
943,Dim3,3.59
944,Dim2,5.69
944,Dim3,3.55
945,Dim1,5.93
945,Dim2,5.96
945,Dim3,3.67
946,Dim1,5.68
946,Dim2,5.72
947,Dim1,5.62
948,Dim2,5.75
949,Dim2,6.14
949,Dim3,3.88
950,Dim1,5.69
950,Dim2,5.72
950,Dim3,3.58
951,Dim1,5.08
952,Dim1,5.09
952,Dim2,5.11
952,Dim3,3.17
953,Dim1,5.83
953,Dim2,5.87
953,Dim3,3.58
954,Dim1,5.94
954,Dim2,5.9
954,Dim3,3.66
955,Dim1,5.99
955,Dim2,5.95
956,Dim1,6.07
956,Dim2,6
957,Dim2,5.87
958,Dim1,5.97
958,Dim2,5.94
958,Dim3,3.66
959,Dim1,5.87
959,Dim3,3.73
960,Dim1,5.61
960,Dim2,5.58
961,Dim1,5.71
961,Dim3,3.52
962,Dim3,3.52
963,Dim2,5.76
963,Dim3,3.54
964,Dim1,5.71
964,Dim2,5.75
964,Dim3,3.59
965,Dim1,5.78
966,Dim1,5.7
966,Dim2,5.73
966,Dim3,3.56
967,Dim3,3.79
968,Dim1,6.62
968,Dim2,6.55
968,Dim3,4.29
970,Dim1,5.99
970,Dim2,6.04
971,Dim1,5.73
971,Dim2,5.75
971,Dim3,3.53
972,Dim1,5.78
972,Dim2,5.83
972,Dim3,3.63
973,Dim1,5.87
973,Dim2,5.78
973,Dim3,3.45
974,Dim1,5.89
974,Dim2,5.92
974,Dim3,3.69
975,Dim3,3.61
976,Dim1,6
976,Dim3,3.78
977,Dim1,6.09
977,Dim2,6.06
978,Dim1,5.91
978,Dim2,5.99
978,Dim3,3.71
979,Dim2,6
979,Dim3,3.72
980,Dim1,5.88
980,Dim2,5.92
981,Dim2,5.78
982,Dim1,5.66
982,Dim2,5.76
982,Dim3,3.53
983,Dim1,5.71
983,Dim2,5.75
983,Dim3,3.56
984,Dim1,5.85
984,Dim2,5.89
985,Dim1,5.81
985,Dim2,5.91
986,Dim1,6
986,Dim2,6.05
986,Dim3,3.51
987,Dim3,3.21
988,Dim3,3.65
989,Dim2,5.86
989,Dim3,3.59
990,Dim1,5.83
990,Dim2,5.89
990,Dim3,3.64
991,Dim1,5.94
991,Dim3,3.6
992,Dim1,6.39
992,Dim2,6.35
992,Dim3,4.02
993,Dim1,6.46
993,Dim2,6.45
993,Dim3,3.97
994,Dim1,5.48
994,Dim3,3.33
995,Dim1,5.91
995,Dim2,5.85
997,Dim1,5.69
997,Dim2,5.74
997,Dim3,3.57
998,Dim2,5.89
998,Dim3,3.48
999,Dim1,5.81
999,Dim2,5.77
999,Dim3,3.58
1e3,Dim1,6.68
1e3,Dim2,6.61
1001,Dim1,5.83
1001,Dim3,3.62
1002,Dim1,5.92
1002,Dim2,5.81
1002,Dim3,3.67
1003,Dim1,6.51
1003,Dim2,6.47
1004,Dim1,5.98
1004,Dim2,5.93
1005,Dim1,5.9
1005,Dim2,5.85
1005,Dim3,3.66
1006,Dim2,5.85
1006,Dim3,3.66
1007,Dim1,5.9
1007,Dim2,5.85
1007,Dim3,3.66
1008,Dim1,5.9
1008,Dim2,5.85
1008,Dim3,3.66
1009,Dim3,3.66
1010,Dim1,5.75
1010,Dim2,5.81
1010,Dim3,3.46
1011,Dim1,5.71
1011,Dim3,3.54
1012,Dim1,5.68
1012,Dim3,3.55
1013,Dim1,5.91
1013,Dim2,5.93
1013,Dim3,3.71
1014,Dim2,5.9
1015,Dim1,5.97
1015,Dim2,5.9
1016,Dim1,5.81
1016,Dim2,5.78
1017,Dim1,5.76
1017,Dim2,5.73
1017,Dim3,3.56
1018,Dim1,5.82
1018,Dim2,5.8
1018,Dim3,3.57
1019,Dim1,5.82
1019,Dim2,5.86
1019,Dim3,3.6
1020,Dim1,5.62
1020,Dim2,5.59
1020,Dim3,3.62
1021,Dim1,5.85
1021,Dim2,5.8
1021,Dim3,3.47
1023,Dim1,5.83
1023,Dim2,5.8
1024,Dim1,5.78
1024,Dim2,5.75
1025,Dim1,5.79
1025,Dim2,5.71
1025,Dim3,3.53
1026,Dim1,5.8
1026,Dim2,5.75
1027,Dim1,5.91
1027,Dim2,5.94
1027,Dim3,3.73
1028,Dim1,5.85
1028,Dim3,3.69
1029,Dim1,5.83
1029,Dim2,5.91
1029,Dim3,3.43
1030,Dim1,5.48
1030,Dim2,5.52
1030,Dim3,3.41
1031,Dim1,5.78
1031,Dim2,5.82
1031,Dim3,3.44
1032,Dim1,5.62
1032,Dim2,5.64
1032,Dim3,3.57
1033,Dim1,5.59
1033,Dim2,5.62
1034,Dim1,5.65
1034,Dim2,5.71
1034,Dim3,3.53
1035,Dim1,6.1
1035,Dim3,3.75
1036,Dim1,5.16
1036,Dim2,5.21
1036,Dim3,3.24
1038,Dim1,6.23
1038,Dim3,3.94
1039,Dim1,6.19
1040,Dim1,5.74
1040,Dim3,3.6
1041,Dim1,5.92
1041,Dim2,5.95
1041,Dim3,3.69
1042,Dim1,5.74
1042,Dim2,5.76
1042,Dim3,3.61
1043,Dim1,5.42
1043,Dim2,5.43
1043,Dim3,3.38
1044,Dim1,5.42
1044,Dim2,5.45
1044,Dim3,3.39
1045,Dim1,5.43
1045,Dim2,5.45
1046,Dim1,5.68
1046,Dim2,5.72
1047,Dim2,5.73
1047,Dim3,3.56
1048,Dim1,5.7
1048,Dim2,5.74
1048,Dim3,3.54
1049,Dim1,5.98
1049,Dim2,6.02
1050,Dim1,5.7
1050,Dim2,5.73
1050,Dim3,3.58
1051,Dim1,4.46
1051,Dim2,4.41
1051,Dim3,2.79
1052,Dim1,4.66
1052,Dim2,4.7
1052,Dim3,2.88
1053,Dim2,4.46
1053,Dim3,2.72
1054,Dim1,4.05
1054,Dim2,4.02
1055,Dim2,4.01
1055,Dim3,2.56
1056,Dim1,4.13
1057,Dim1,4.04
1057,Dim3,2.48
1058,Dim1,4.37
1058,Dim3,2.65
1059,Dim1,4.42
1060,Dim2,4.3
1060,Dim3,2.75
1061,Dim1,4.35
1061,Dim2,4.32
1062,Dim1,4.47
1062,Dim3,2.61
1063,Dim1,4.34
1063,Dim2,4.31
1063,Dim3,2.71
1064,Dim1,4.4
1064,Dim3,2.7
1065,Dim3,2.66
1066,Dim2,4.34
1066,Dim3,2.67
1067,Dim2,4.37
1067,Dim3,2.67
1068,Dim1,4.4
1068,Dim2,4.38
1068,Dim3,2.63
1069,Dim2,4.41
1069,Dim3,2.65
1070,Dim1,4.38
1070,Dim3,2.67
1071,Dim3,2.63
1072,Dim1,4.34
1072,Dim2,4.31
1073,Dim1,4.32
1073,Dim2,4.31
1073,Dim3,2.69
1074,Dim2,4.36
1074,Dim3,2.7
1075,Dim1,4.39
1076,Dim1,4.31
1076,Dim2,4.28
1076,Dim3,2.73
1077,Dim1,4.35
1077,Dim2,4.31
1077,Dim3,2.7
1078,Dim1,4.32
1078,Dim2,4.28
1078,Dim3,2.7
1079,Dim1,4.31
1079,Dim2,4.27
1079,Dim3,2.7
1080,Dim1,4.38
1080,Dim3,2.66
1081,Dim1,5.9
1081,Dim2,5.95
1081,Dim3,3.77
1082,Dim1,5.8
1082,Dim2,5.84
1082,Dim3,3.58
1083,Dim1,5.75
1083,Dim2,5.7
1084,Dim2,5.69
1085,Dim3,3.54
1086,Dim2,5.74
1086,Dim3,3.54
1087,Dim2,6.13
1088,Dim1,5.6
1088,Dim2,5.66
1088,Dim3,3.54
1089,Dim2,6.67
1089,Dim3,3.9
1090,Dim1,5.39
1090,Dim3,3.3
1091,Dim1,5.76
1092,Dim3,3.57
1093,Dim1,5.68
1093,Dim2,5.72
1093,Dim3,3.66
1094,Dim2,5.73
1094,Dim3,3.35
1095,Dim1,5.75
1095,Dim3,3.64
1096,Dim1,5.97
1096,Dim2,5.95
1096,Dim3,3.65
1097,Dim1,6.3
1097,Dim2,6.22
1097,Dim3,4.08
1098,Dim1,6.31
1098,Dim2,6.24
1098,Dim3,4.13
1099,Dim1,6.25
1099,Dim2,6.12
1100,Dim1,5.72
1100,Dim2,5.74
1100,Dim3,3.48
1101,Dim2,5.79
1101,Dim3,3.54
1102,Dim1,5.7
1103,Dim1,5.77
1103,Dim2,5.79
1103,Dim3,3.5
1104,Dim1,5.68
1104,Dim2,5.8
1104,Dim3,3.54
1105,Dim2,5.75
1105,Dim3,3.53
1106,Dim1,5.8
1106,Dim2,5.82
1106,Dim3,3.47
1107,Dim1,6.18
1108,Dim1,6.05
1108,Dim2,5.97
1108,Dim3,3.74
1109,Dim1,6.1
1109,Dim2,6.02
1109,Dim3,3.76
1110,Dim2,5.89
1111,Dim1,5.76
1111,Dim2,5.8
1111,Dim3,3.55
1112,Dim1,6.03
1112,Dim2,6.06
1112,Dim3,3.74
1113,Dim1,5.79
1113,Dim2,5.88
1113,Dim3,3.71
1114,Dim1,5.94
1114,Dim2,6.01
1114,Dim3,3.7
1115,Dim2,5.71
1115,Dim3,3.56
1116,Dim1,5.8
1116,Dim2,5.83
1116,Dim3,3.54
1117,Dim1,6.22
1117,Dim2,6.26
1117,Dim3,3.87
1118,Dim1,5.78
1118,Dim2,5.74
1118,Dim3,3.6
1119,Dim1,5.63
1119,Dim2,5.67
1120,Dim2,5.73
1120,Dim3,3.52
